x,y,z,x_quat,y_quat,z_quat,w_quat,speed
89643.90643864822,43137.42098880812,0.0,0.0,0.0,0.34352406870127616,0.9391438730156956,54.0
89644.0,43137.4926114,0.0,0.0,0.0,0.34352406870127616,0.9391438730156956,55.0
89645.0,43137.8748766,0.0,0.0,0.0,0.34352406870127616,0.9391438730156956,56.0
89645.73795979914,43138.2539565,0.0,0.0,0.0,0.5540159306970269,0.832506065163436,57.0
89646.75,43140.0535533,0.0,0.0,0.0,0.699455895980281,0.71467576534987,58.0
89646.51209489389,43140.85608348628,0.0,0.0,0.0,0.699455895980281,0.71467576534987,59.0
89646.3953458553,43143.5348397,0.0,0.0,0.0,0.8552788908611095,0.5181679446351253,100.0
89645.3,43145.8290551,0.0,0.0,0.0,0.8554577728148866,0.5178725701662464,102.0
89645.02170499211,43146.3270026,0.0,0.0,0.0,0.8554577728148866,0.5178725701662464,104.0
89643.4,43148.8656883,0.0,0.0,0.0,0.9319120116419387,0.36268443936495975,106.0
89642.4098982692,43150.6843231,0.0,0.0,0.0,0.9319120116419387,0.36268443936495975,108.0
89640.4,43153.0364799,0.0,0.0,0.0,0.9048184535022841,0.4257975648142377,110.0
89639.0355434,43155.3128255,0.0,0.0,0.0,0.9048184535022841,0.4257975648142377,112.0
89636.4,43159.7097463,0.0,0.0,0.0,0.9061282124747289,0.4230031472192053,114.0
89634.4,43163.0463796,0.0,0.0,0.0,0.9061282124747289,0.4230031472192053,116.0
89629.4728391,43169.5981274,0.0,0.0,0.0,0.910750913033808,0.41295614102236705,118.0
89626.5769196,43172.2145421,0.0,0.0,0.0,0.9266429901665514,0.37594250727364215,120.0
89624.5111111,43174.0654078,0.0,0.0,0.0,0.9266429901665514,0.37594250727364215,120.0
89623.4486293,43175.5316583,0.0,0.0,0.0,0.941253485813917,0.3377008668084083,122.0
89622.377949354,43176.92663418808,0.0,0.0,0.0,0.8455940572063416,0.5338264609564781,124.0
89621.4575395,43178.2852397,0.0,0.0,0.0,0.5630982111452201,0.826389983364424,126.0
89620.7366302,43180.5841461,0.0,0.0,0.0,0.3286829582510043,0.9444403173072232,128.0
89622.0,43184.2464664,0.0,0.0,0.0,0.12938257007302117,0.9915947511767595,130.0
89623.0,43185.2222222,0.0,0.0,0.0,0.12938257007302117,0.9915947511767595,132.0
89623.4589911,43185.6133926,0.0,0.0,0.0,0.12938257007302117,0.9915947511767595,134.0
89624.2,43186.1696305,0.0,0.0,0.0,0.12938257007302117,0.9915947511767595,136.0
89625.0,43186.6657822,0.0,0.0,0.0,0.12938257007302117,0.9915947511767595,138.0
89625.5,43186.9208490,0.0,0.0,0.0,-0.07385668109901548,0.9972688657814593,140.0
89626.7369063,43187.3699566,0.0,0.0,0.0,-0.07385668109901548,0.9972688657814593,142.0
89627.0,43187.4320734,0.0,0.0,0.0,-0.2575909540408127,0.9662540558240074,144.0
89628.0,43187.5612432,0.0,0.0,0.0,-0.2575909540408127,0.9662540558240074,146.0
89628.2,43187.5667591,0.0,0.0,0.0,-0.2575909540408127,0.9662540558240074,148.0
89629.6624967,43186.9282757,0.0,0.0,0.0,-0.2575909540408127,0.9662540558240074,150.0
89632.1322734,43185.8500433,0.0,0.0,0.0,-0.30761263760673174,0.9515116736985572,152.0
89634.642422,43184.7541857,0.0,0.0,0.0,-0.28523867458020946,0.9584565188487819,154.0
89637.2185154,43183.8048442,0.0,0.0,0.0,-0.16309707481772462,0.9866100263963982,156.0
89639.9822828,43182.8654118,0.0,0.0,0.0,-0.010236687938377616,0.9999476037373419,158.0
89642.8997601,43182.8056718,0.0,0.0,0.0,0.09308971293312407,0.9956577249969131,160.0
89645.8452275,43182.8613059,0.0,0.0,0.0,0.17807506128305492,0.9840169066378058,162.0
89648.6392499,43182.8067994,0.0,0.0,0.0,0.2411108788165292,0.9704975755334585,164.0
89651.2792464,43183.8048551,0.0,0.0,0.0,0.2339750928861401,0.9722425910794703,166.0
89653.9579201,43184.7000472,0.0,0.0,0.0,0.19750779225370946,0.9803013169424315,168.0
89656.6963393,43185.5749218,0.0,0.0,0.0,0.05636396520517176,0.9984102881212463,170.0
89658.0,43185.7814447,0.0,0.0,0.0,0.05636396520517176,0.9984102881212463,172.0
89659.0,43185.791971,0.0,0.0,0.0,-0.1454691660696094,0.989362785697447,174.0
89659.4203205,43185.7832478,0.0,0.0,0.0,-0.1454691660696094,0.989362785697447,176.0
89659.4,43185.781971,0.0,0.0,0.0,-0.42261034851357465,0.906311476993001,178.0
89659.8,43185.7397590,0.0,0.0,0.0,-0.42261034851357465,0.906311476993001,180.0
89660.4851057,43185.6996826,0.0,0.0,0.0,-0.42261034851357465,0.906311476993001,182.0
89660.4888888,43184.1111111,0.0,0.0,0.0,0.11221051395473007,0.9936844572388236,182.0
89660.1900001,43183.1111111,0.0,0.0,0.0,0.11221051395473007,0.9936844572388236,184.0
89659.89165013,43182.15401664483,0.0,0.0,0.0,-0.6142195472422678,0.789135189803055,184.0
89659.7369165013,43181.8933348,0.0,0.0,0.0,-0.7230101371919843,0.6908374204670937,186.0
89659.1120400592,43179.8609162,0.0,0.0,0.0,-0.8835584750190753,0.4683208528583435,188.0
89658.8135227539,43179.0427471,0.0,0.0,0.0,-0.9801747389059943,0.19813500753417107,190.0
89657.7639421,43178.11758,0.0,0.0,0.0,-0.9971781210849405,0.07507193103622414,192.0
89656.2102013,43176.8641655,0.0,0.0,0.0,-0.9972539196028841,0.07405821923787008,194.0
89654.2806368,43175.394427,0.0,0.0,0.0,-0.9994026571253026,0.034559064380922884,196.0
89651.40001363785,43173.9559244,0.0,0.0,0.0,-0.9834601309586625,0.1811247382738496,198.0
89649.40297902725,43172.6813553,0.0,0.0,0.0,-0.9471330268893299,0.32084112793632924,200.0
89646.4357758859,43170.7875947,0.0,0.0,0.0,-0.8359515075847935,0.5488033135529622,200.0
89645.65619153244,43168.5043665,0.0,0.0,0.0,-0.6423205122637059,0.7664361418443747,200.0
89645.65619153244,43167.64240611715,0.0,0.0,0.0,-0.47630559460319444,0.8792798078823927,200.0
89647.03746556757,43164.280842634194,0.0,0.0,0.0,-0.4026007258922369,0.9153756909111384,200.0
89649.02619,43163.3300419,0.0,0.0,0.0,-0.21225915536109857,0.9772134111673831,200.0
89651.7586664,43161.1117855,0.0,0.0,0.0,-0.19573755537508275,0.9806563156456937,200.0
89654.5054536,43160.0149880,0.0,0.0,0.0,-0.05278493969535571,0.9986059033178993,200.0
89656.2,43159.9049553,0.0,0.0,0.0,-0.05278493969535571,0.9986059033178993,200.0
89657.0,43160.0032513,0.0,0.0,0.0,-0.05278493969535571,0.9986059033178993,200.0
89657.4697214,43160.1058674,0.0,0.0,0.0,0.1411861230448185,0.9899830698853256,200.0
89659.0,43160.6705908,0.0,0.0,0.0,0.35102082374937327,0.9363676528449236,200.0
89660.3626944,43161.4702638,0.0,0.0,0.0,0.35102082374937327,0.9363676528449236,202.0
89661.3333333,43162.2103747,0.0,0.0,0.0,0.45102082374937327,0.8963676528449236,204.0
89662.0,43163.2598980,0.0,0.0,0.0,0.5354900752916257,0.8445415201540828,206.0
89663.0415384,43164.6999908,0.0,0.0,0.0,0.5354900752916257,0.8445415201540828,208.0
89663.4433917,43165.5022852,0.0,0.0,0.0,0.5110277742991312,0.8595641999844318,210.0
89664.1345049,43166.1937787,0.0,0.0,0.0,0.4247248455299929,0.9053224870671907,212.0
89664.4,43166.6594198,0.0,0.0,0.0,0.4247248455299929,0.9053224870671907,214.0
89665.25932178558,43167.7192144,0.0,0.0,0.0,0.11221051395473007,0.9936844572388236,216.0
89666.4,43168.8605201,0.0,0.0,0.0,0.11221051395473007,0.9936844572388236,218.0
89667.4,43169.2616204,0.0,0.0,0.0,0.11221051395473007,0.9936844572388236,218.0
89670.25635639616,43169.6764677,0.0,0.0,0.0,-0.2307436264170336,0.9730145830705296,220.0
89671.0,43169.6111111,0.0,0.0,0.0,0.11221051395473007,0.9936844572388236,222.0
89672.1466288,43168.7559564,0.0,0.0,0.0,-0.323006029562265,0.9463969066234427,222.0
89673.0,43168.4555555,0.0,0.0,0.0,-0.42447616441697544,0.9054391121670484,224.0
89673.5,43168.1888888,0.0,0.0,0.0,-0.42447616441697544,0.9054391121670484,224.0
89675.0262027,43166.9091899,0.0,0.0,0.0,-0.42447616441697544,0.9054391121670484,224.0
89676.9284359,43163.9974416,0.0,0.0,0.0,-0.5091040737697995,0.8607049680761664,226.0
89677.6222222,43163.2555555,0.0,0.0,0.0,-0.6013346264321142,0.7989972885146418,228.0
89678.7681197,43161.1118511,0.0,0.0,0.0,-0.6013346264321142,0.7989972885146418,228.0
89679.5925565,43158.2496954,0.0,0.0,0.0,-0.7061737775748178,0.70803855535254,230.0
89679.6003982,43155.2762018,0.0,0.0,0.0,-0.8080324855597675,0.5891379314558723,232.0
89678.3977386,43153.4661426,0.0,0.0,0.0,-0.8853121205988576,0.46499725711100043,234.0
89676.7083911,43152.0154561,0.0,0.0,0.0,-0.9404983717076164,0.33979819424964897,236.0
89674.2028642,43149.6993879,0.0,0.0,0.0,-0.9739198258370323,0.22689242570338192,238.0
89671.1227492,43148.3789591,0.0,0.0,0.0,-0.9891849951871773,0.14667326033242728,240.0
89668.3292198,43147.7319041,0.0,0.0,0.0,-0.9971812764698786,0.07503000638346888,242.0
89666.2609214,43147.0826789,0.0,0.0,0.0,-0.9961427292799749,0.08774772306243922,244.0
89663.3324443,43146.2449646,0.0,0.0,0.0,-0.9961040565947387,0.08818564755959844,246.0
89660.56624102752,43145.69777050809,0.0,0.0,0.0,-0.9195406588245078,0.39299488135164085,248.0
89659.0,43144.2810351,0.0,0.0,0.0,-0.8258065686174717,0.5639534654811841,250.0
89658.0,43142.1111111,0.0,0.0,0.0,0.11221051395473007,0.9936844572388236,250.0
89657.6,43141.2222222,0.0,0.0,0.0,0.11221051395473007,0.9936844572388236,252.0
89657.3,43139.8370133,0.0,0.0,0.0,-0.8258065686174717,0.5639534654811841,252.0
89656.9,43136.0727540,0.0,0.0,0.0,-0.8258065686174717,0.5639534654811841,254.0
89656.752283,43135.5215327,0.0,0.0,0.0,-0.7950627518188138,0.6065271804876474,256.0
89656.638542,43135.1047014,0.0,0.0,0.0,-0.7217227685043043,0.6921822342580619,240.0
89656.60369295724,43134.9783056,0.0,0.0,0.0,-0.6670340049818302,0.7450272721168667,180.0
89656.56507132217,43134.4816138,0.0,0.0,0.0,-0.7175954589268114,0.6964601620535226,120.0
89656.51182036076,43134.2933849,0.0,0.0,0.0,-0.7714316591200658,0.6363121838431687,80.0
89655.86256170811,43130.8689712,0.0,0.0,0.0,-0.8829995660205537,0.46937380242991167,60.0
89655.0702684,43127.3606965,0.0,0.0,0.0,-0.9101396753080152,0.4143015464975005,40.0
89653.5,43124.58888,0.0,0.0,0.0,-0.9101396753080152,0.4143015464975005,30.0
89652.2090483,43123.4005088,0.0,0.0,0.0,-0.9926149436092802,0.12130776448169153,20.0
89649.65174344832,43122.5509337,0.0,0.0,0.0,-0.9999039166644296,0.013862086391789067,10.0
89646.0222222,43122.5561471,0.0,0.0,0.0,0.9497567881320265,0.3129888870185922,6.0
89644.0222222,43122.8093574,0.0,0.0,0.0,0.9497567881320265,0.3129888870185922,5.0
89638.0639728,43123.6970224,0.0,0.0,0.0,0.9497567881320265,0.3129888870185922,4.0
89636.2555555,43125.0513275,0.0,0.0,0.0,0.9231581559177825,0.3844203677778783,4.0
89635.0697192,43126.0311061,0.0,0.0,0.0,0.9231581559177825,0.3844203677778783,4.0
89634.1704304,43127.2600692,0.0,0.0,0.0,0.9052776543477239,0.42482039562464846,4.0
89633.2625729,43128.5007423,0.0,0.0,0.0,0.8948576686430713,0.44635160229429816,4.0
89632.0674883,43129.4506411,0.0,0.0,0.0,0.8908735393706145,0.4542514026937883,4.0
